country,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Saudi Arabia,42.31,42.89,43.47,44.05,44.64,45.23,45.82,46.42,47.02,47.62,48.22,48.84,49.48,50.15,50.88,51.68,52.55,53.51,54.55,55.65,56.82,58.04,59.26,60.48,61.67,62.83,63.95,65.01,66.03,66.99,67.89,68.74,69.54,70.3,71.01,71.66,72.28,72.85,73.39,73.9,74.3,74.6,74.9,75.1,75.5,75.8,76.0,76.3,76.6,76.8,77.1,77.2,77.4,77.5,77.8,77.9,78.2,78.3,78.5,78.7,78.9,79.2,79.3,79.4,79.5,79.6
Senegal,34.89,35.39,35.88,36.34,36.78,37.19,37.57,37.93,38.23,38.46,38.63,38.72,38.76,38.74,38.71,38.7,38.74,38.9,39.17,39.59,40.18,40.94,41.85,42.85,43.94,45.07,46.21,47.33,48.4,49.42,50.43,51.44,52.47,53.48,54.45,55.36,56.17,56.86,57.41,57.8,58.0,58.0,58.2,58.2,58.4,58.8,58.9,59.1,59.2,59.7,60.2,60.4,61.3,61.7,62.2,62.5,63.0,63.5,63.9,64.2,64.4,64.6,64.8,65.0,65.3,65.6
Serbia,58.63,59.11,59.61,60.12,60.63,61.15,61.69,62.23,62.78,63.33,63.88,64.44,64.99,65.53,66.06,66.56,67.05,67.51,67.94,68.34,68.7,69.03,69.32,69.59,69.82,70.03,70.21,70.37,70.53,70.68,70.84,71.01,71.19,71.38,71.58,71.78,71.99,72.17,72.35,72.5,71.4,72.4,72.3,72.1,72.0,71.9,72.1,71.5,71.0,72.1,72.4,72.5,72.7,72.9,73.2,73.6,74.0,74.3,74.6,74.8,75.1,75.4,75.7,75.9,76.2,76.5
Seychelles,57.55,57.43,57.45,57.57,57.82,58.18,58.65,59.19,59.8,60.42,61.03,61.59,62.08,62.47,62.81,63.11,63.43,63.78,64.18,64.62,65.11,65.59,66.06,66.49,66.9,67.26,67.59,67.89,68.16,68.4,68.63,68.83,69.02,69.17,69.3,69.36,69.37,69.31,69.22,69.1,69.1,69.2,69.3,69.6,69.8,69.9,70.1,70.4,70.7,70.9,71.1,71.3,71.5,71.7,72.0,72.3,72.6,72.9,73.0,73.1,73.4,73.7,73.8,74.0,74.1,74.2
Sierra Leone,31.66,32.13,32.62,33.1,33.6,34.09,34.59,35.08,35.58,36.07,36.57,37.06,37.57,38.1,38.7,39.38,40.18,41.08,42.08,43.15,44.28,45.39,46.48,47.5,48.45,49.31,50.11,50.83,51.49,52.04,52.5,52.83,53.06,53.16,53.14,52.98,52.72,52.36,51.98,51.6,51.4,51.9,52.1,51.6,50.9,51.9,51.3,49.7,49.2,51.5,51.8,51.6,51.7,52.0,52.3,52.7,53.0,53.6,54.2,55.0,55.6,56.4,57.1,55.2,57.1,59.07
Singapore,58.62,59.54,60.41,61.24,62.01,62.73,63.39,64.01,64.54,65.02,65.41,65.72,65.97,66.16,66.31,66.46,66.63,66.84,67.09,67.4,67.75,68.12,68.5,68.88,69.26,69.62,69.98,70.34,70.68,71.04,71.39,71.74,72.11,72.49,72.87,73.27,73.68,74.1,74.51,74.9,75.6,76.0,76.2,76.3,76.4,76.7,77.2,77.6,78.0,78.3,78.6,78.9,79.3,79.8,80.0,80.2,80.4,80.6,81.0,81.3,81.5,81.6,81.7,81.9,82.0,82.1
Slovak Republic,61.35,64.4,65.7,66.76,67.89,68.42,67.51,69.41,69.09,70.42,70.86,70.4,70.79,71.17,70.39,70.53,71.07,70.6,69.91,69.84,69.99,70.46,70.16,70.33,70.45,70.62,70.58,70.59,70.92,70.58,70.82,70.94,70.64,70.88,70.89,71.07,71.24,71.32,71.12,71.0,71.1,71.4,71.9,72.3,72.4,72.8,72.8,72.8,73.0,73.3,73.6,73.8,73.9,74.2,74.3,74.5,74.6,74.9,75.2,75.7,76.1,76.5,77.0,77.4,77.6,77.8
Slovenia,64.71,65.28,65.83,66.34,66.81,67.25,67.66,68.02,68.34,68.62,68.82,68.98,69.08,69.12,69.14,69.14,69.14,69.17,69.23,69.32,69.47,69.66,69.86,70.09,70.32,70.51,70.66,70.77,70.85,70.89,70.94,71.03,70.74,71.2,71.63,72.17,72.1,72.75,73.19,73.7,73.6,73.8,73.9,74.2,74.6,75.0,75.2,75.4,75.7,76.1,76.3,76.6,76.8,77.2,77.6,77.9,78.2,78.7,79.1,79.5,79.9,80.1,80.3,80.8,80.9,81.0
Solomon Islands,45.39,45.97,46.53,47.11,47.68,48.26,48.83,49.41,49.98,50.55,51.12,51.69,52.27,52.84,53.42,54.0,54.58,55.16,55.74,56.31,56.91,57.52,58.13,58.74,59.33,59.9,60.43,60.89,61.27,61.53,61.59,61.46,61.16,60.74,60.26,59.84,59.58,59.52,59.7,60.1,60.0,60.4,60.6,60.9,61.1,61.4,61.5,61.6,61.7,61.7,61.7,61.7,61.7,61.7,61.8,61.9,61.9,62.3,62.4,62.7,63.0,63.3,63.5,63.6,64.0,64.4
Somalia,34.13,34.6,35.07,35.54,36.01,36.47,36.94,37.41,37.87,38.34,38.8,39.26,39.74,40.21,40.68,41.14,41.61,42.08,42.54,42.99,43.44,43.9,44.35,44.8,45.24,45.7,46.15,46.6,47.03,47.46,47.88,48.28,48.65,48.98,49.24,49.36,49.34,49.19,48.98,48.8,47.4,48.4,49.7,49.7,49.9,49.9,49.6,50.3,50.4,50.7,50.9,51.1,51.5,51.6,52.1,52.2,52.4,52.6,52.8,51.6,52.0,53.4,54.1,54.3,54.2,54.1
South Africa,43.92,44.67,45.37,46.03,46.63,47.19,47.71,48.17,48.6,49.01,49.4,49.78,50.14,50.52,50.91,51.3,51.68,52.04,52.41,52.77,53.11,53.44,53.77,54.11,54.47,54.86,55.3,55.77,56.29,56.85,57.44,58.04,58.64,59.22,59.78,60.32,60.83,61.29,61.69,62.0,62.5,62.4,63.0,62.8,62.7,61.6,60.0,58.9,57.9,56.4,55.9,54.8,53.7,52.8,52.7,52.5,53.0,53.4,53.9,54.9,56.6,59.0,60.7,61.2,61.3,61.4
South Korea,40.52,40.02,45.02,48.02,49.55,50.22,50.9,51.6,52.3,53.02,53.75,54.51,55.27,56.04,56.84,57.67,58.54,59.44,60.35,61.22,62.02,62.73,63.34,63.84,64.26,64.62,64.95,65.31,65.7,66.15,66.66,67.21,67.78,68.37,68.98,69.58,70.18,70.75,71.29,71.8,72.2,72.7,73.1,73.6,74.0,74.5,74.9,75.4,75.8,76.3,76.7,77.1,77.7,78.2,78.7,79.1,79.4,79.8,80.1,80.4,80.6,80.7,80.9,80.9,81.0,81.1
South Sudan,28.6,29.37,30.11,30.82,31.51,32.17,32.81,33.42,34.02,34.61,35.18,35.75,36.32,36.9,37.48,38.04,38.6,39.15,39.68,40.21,40.75,41.29,41.84,42.39,42.93,43.43,43.87,44.26,44.61,44.93,45.25,45.6,46.01,46.5,47.06,47.72,48.45,49.23,50.05,50.9,51.0,51.6,51.9,52.3,52.7,53.1,53.4,53.8,54.1,54.4,54.7,54.9,55.0,55.2,55.3,55.4,55.5,55.6,55.8,56.0,55.9,56.0,56.0,56.1,56.1,56.1
Spain,61.5,64.92,65.79,66.98,66.75,66.79,66.63,68.82,68.74,69.23,69.62,69.65,69.81,70.54,70.95,71.2,71.39,71.68,71.21,72.19,71.79,73.0,72.78,73.16,73.49,73.81,74.32,74.51,75.05,75.53,75.67,76.22,76.0,76.38,76.34,76.59,76.82,76.82,76.89,76.9,77.0,77.4,77.6,77.8,77.9,78.1,78.6,78.8,78.8,79.2,79.5,79.6,79.6,80.0,80.3,80.7,80.8,81.1,81.5,81.8,82.0,82.2,82.5,82.5,82.6,82.7
Sri Lanka,53.25,54.34,55.32,56.22,57.01,57.71,58.32,58.86,59.32,59.76,60.18,60.61,61.06,61.55,62.07,62.62,63.17,63.7,64.21,64.69,65.15,65.56,65.97,66.36,66.76,67.17,67.6,68.06,68.52,68.97,69.35,69.64,69.83,69.93,69.97,70.0,70.05,70.16,70.32,70.5,71.3,72.0,72.9,72.8,71.7,71.3,71.4,72.0,72.4,72.4,73.3,73.7,74.0,69.4,73.9,73.9,74.4,74.0,74.1,75.0,76.4,76.8,77.1,77.4,77.6,77.8
St. Lucia,51.89,52.09,52.4,52.81,53.32,53.92,54.6,55.36,56.15,56.97,57.75,58.47,59.11,59.66,60.15,60.58,61.0,61.45,61.94,62.47,63.04,63.63,64.22,64.8,65.38,65.96,66.54,67.1,67.64,68.15,68.6,68.99,69.29,69.53,69.7,69.83,69.93,70.03,70.12,70.2,70.4,70.5,70.7,70.9,71.1,71.2,71.5,71.7,71.8,72.0,72.1,72.3,72.5,72.8,73.1,73.4,73.7,74.1,74.3,74.5,74.6,74.7,74.7,74.8,74.8,74.8
St. Vincent and the Grenadines,50.11,50.59,51.19,51.89,52.69,53.58,54.57,55.63,56.73,57.85,58.96,59.99,60.93,61.75,62.46,63.06,63.58,64.04,64.46,64.84,65.16,65.43,65.64,65.82,65.99,66.16,66.36,66.61,66.88,67.19,67.52,67.84,68.15,68.43,68.68,68.92,69.14,69.34,69.53,69.7,69.7,69.7,69.7,69.6,69.6,69.4,69.7,69.8,69.6,69.1,69.7,69.7,70.1,70.2,70.4,70.6,70.8,70.9,71.1,71.1,71.0,71.1,70.8,71.1,71.2,71.3
Sudan,44.44,45.08,45.71,46.31,46.88,47.45,48.0,48.53,49.04,49.54,50.04,50.52,50.99,51.47,51.94,52.42,52.9,53.36,53.82,54.26,54.68,55.06,55.41,55.73,56.0,56.23,56.44,56.63,56.8,56.95,57.11,57.27,57.44,57.61,57.81,58.01,58.23,58.44,58.67,58.9,59.2,59.4,59.5,60.2,60.5,60.6,60.8,61.2,62.0,62.4,62.8,63.3,63.5,63.7,64.6,64.9,65.3,65.5,65.7,66.1,66.3,66.7,66.9,67.2,67.5,67.8
Suriname,55.52,56.24,56.93,57.57,58.16,58.72,59.24,59.71,60.16,60.58,61.0,61.41,61.81,62.23,62.65,63.07,63.49,63.89,64.28,64.66,65.0,65.32,65.62,65.91,66.19,66.47,66.76,67.07,67.39,67.71,68.02,68.31,68.57,68.79,68.98,69.15,69.29,69.43,69.57,69.7,69.9,69.8,69.7,69.8,70.1,70.2,70.2,70.1,69.9,69.7,69.5,69.4,69.5,69.7,69.9,70.0,70.1,70.2,70.5,70.7,71.0,71.3,71.6,71.8,72.0,72.2
Swaziland,41.01,41.51,41.98,42.44,42.88,43.3,43.7,44.08,44.44,44.78,45.1,45.42,45.73,46.05,46.39,46.76,47.2,47.67,48.21,48.79,49.4,50.03,50.67,51.3,51.94,52.58,53.24,53.92,54.62,55.31,56.02,56.71,57.38,58.0,58.6,59.15,59.67,60.13,60.5,60.7,60.7,61.0,61.3,60.7,59.1,57.1,55.8,53.5,51.4,48.8,46.6,45.1,44.0,43.0,42.5,43.1,44.3,45.1,45.9,46.4,48.0,49.1,49.4,49.8,51.8,53.88
Sweden,71.35,71.84,71.88,72.34,72.58,72.64,72.47,73.11,73.34,73.01,73.47,73.34,73.53,73.7,73.85,74.09,74.12,73.99,74.11,74.66,74.58,74.68,74.83,74.94,74.95,74.96,75.39,75.48,75.52,75.74,76.04,76.36,76.6,76.86,76.72,76.98,77.12,77.01,77.67,77.6,77.7,78.1,78.3,78.5,78.9,79.1,79.4,79.5,79.5,79.7,79.8,80.0,80.2,80.2,80.6,80.8,80.9,81.1,81.2,81.6,81.7,81.8,81.9,82.1,82.1,82.1
Switzerland,68.72,69.63,69.55,70.02,70.1,70.23,70.58,71.32,71.48,71.46,71.79,71.35,71.34,72.23,72.36,72.5,72.8,72.75,72.76,73.18,73.3,73.82,74.12,74.47,74.86,74.98,75.43,75.39,75.69,75.69,75.92,76.26,76.27,76.87,76.99,77.17,77.47,77.49,77.68,77.5,77.6,77.9,78.3,78.4,78.5,79.1,79.2,79.5,79.8,79.8,80.2,80.4,80.6,81.0,81.3,81.5,81.7,82.0,82.0,82.3,82.6,82.7,82.8,82.9,83.0,83.1
Syria,47.87,48.44,49.02,49.59,50.15,50.7,51.25,51.79,52.33,52.87,53.43,53.98,54.56,55.15,55.77,56.42,57.12,57.83,58.57,59.31,60.08,60.82,61.56,62.26,62.95,63.6,64.24,64.84,65.44,66.01,66.56,67.08,67.58,68.05,68.51,68.94,69.35,69.75,70.14,70.5,71.0,71.8,72.0,72.3,72.7,73.1,73.4,73.8,74.1,74.4,74.6,74.9,75.1,75.3,75.5,75.7,75.9,76.1,76.3,76.5,75.1,68.1,69.0,67.2,68.2,69.21
Taiwan,55.11,58.51,60.31,62.01,62.41,62.51,62.41,64.21,64.22,64.42,64.92,65.22,66.02,66.72,67.42,67.42,67.52,67.62,68.62,68.67,69.08,69.38,69.43,69.8,70.05,70.41,70.58,71.15,71.28,71.53,71.63,72.14,72.12,72.79,72.98,73.11,73.4,73.22,73.53,73.8,74.2,74.3,74.5,74.6,74.6,74.7,75.2,75.4,75.3,76.0,76.4,76.9,77.3,77.3,77.4,77.8,78.2,78.4,78.7,79.0,78.8,79.0,79.3,79.4,79.5,79.6
Tajikistan,52.94,53.4,53.87,54.33,54.79,55.26,55.72,56.17,56.64,57.1,57.57,58.03,58.51,58.98,59.45,59.9,60.34,60.77,61.17,61.55,61.9,62.23,62.53,62.81,63.08,63.34,63.57,63.81,64.04,64.28,64.53,64.8,65.07,65.34,65.55,65.69,65.73,65.67,65.5,65.3,65.3,62.6,64.2,64.1,64.1,63.3,64.8,64.9,65.5,65.8,66.1,66.5,66.9,67.5,68.0,68.7,69.2,69.6,70.0,70.1,70.1,70.8,71.4,71.9,72.4,72.9
Tanzania,41.66,42.19,42.69,43.18,43.63,44.05,44.46,44.84,45.22,45.57,45.91,46.26,46.62,46.99,47.37,47.77,48.19,48.62,49.07,49.53,50.03,50.55,51.09,51.65,52.19,52.71,53.19,53.61,53.98,54.29,54.56,54.82,55.05,55.26,55.44,55.54,55.58,55.51,55.39,55.2,55.1,54.7,54.5,54.0,53.9,53.8,53.8,53.7,53.8,54.3,54.8,55.4,55.9,56.5,57.1,57.9,59.1,60.4,60.8,61.4,61.7,61.9,62.7,63.3,64.1,64.91
Thailand,51.14,51.5,51.9,52.32,52.78,53.28,53.8,54.35,54.91,55.46,56.01,56.51,56.98,57.4,57.8,58.18,58.56,58.96,59.39,59.86,60.33,60.82,61.29,61.77,62.24,62.7,63.15,63.62,64.1,64.62,65.22,65.91,66.69,67.52,68.36,69.15,69.84,70.38,70.76,71.0,71.0,70.9,70.8,70.6,70.6,70.6,70.5,70.4,70.5,70.7,71.2,71.7,72.1,72.2,73.1,73.5,73.8,73.9,74.0,74.2,74.3,74.4,74.4,74.6,74.7,74.8
Timor-Leste,31.41,32.12,32.83,33.54,34.24,34.94,35.64,36.34,37.04,37.74,38.45,39.15,39.85,40.55,41.29,42.12,43.02,43.96,44.86,45.56,45.8,45.51,44.71,43.49,42.12,40.94,40.25,40.27,41.01,42.45,44.42,46.61,48.76,50.76,52.51,53.99,55.26,56.41,57.47,58.5,59.2,59.9,60.6,61.3,61.8,62.3,62.4,62.8,62.3,60.7,64.4,65.3,65.7,66.5,67.5,68.5,69.2,69.9,70.4,70.8,71.3,71.7,72.0,72.3,72.4,72.5
Togo,34.69,35.42,36.15,36.86,37.57,38.28,38.98,39.68,40.38,41.06,41.74,42.42,43.1,43.77,44.43,45.09,45.75,46.41,47.07,47.72,48.36,49.0,49.63,50.26,50.88,51.49,52.09,52.7,53.29,53.87,54.43,54.97,55.48,55.96,56.39,56.79,57.14,57.42,57.65,57.8,57.8,57.9,57.8,57.6,57.6,57.3,56.9,56.6,56.8,56.7,56.7,56.7,56.4,56.8,56.8,57.5,57.5,57.5,58.0,58.7,59.6,60.3,60.7,61.1,61.5,61.9
Tonga,58.0,58.35,58.7,59.05,59.41,59.77,60.12,60.48,60.84,61.2,61.56,61.91,62.26,62.6,62.94,63.27,63.61,63.93,64.26,64.58,64.88,65.17,65.44,65.69,65.93,66.16,66.39,66.61,66.84,67.08,67.32,67.56,67.8,68.04,68.27,68.48,68.67,68.83,68.98,69.1,69.3,69.4,69.5,69.5,69.6,69.7,69.7,69.7,69.6,69.6,69.6,69.7,69.6,69.8,70.0,70.1,70.2,70.3,68.6,70.7,70.8,71.0,71.2,71.3,71.5,71.7
Trinidad and Tobago,57.36,57.85,58.39,58.98,59.61,60.27,60.97,61.68,62.38,63.07,63.68,64.2,64.63,64.94,65.17,65.31,65.41,65.5,65.6,65.73,65.91,66.11,66.33,66.57,66.83,67.08,67.33,67.54,67.73,67.89,68.03,68.16,68.28,68.39,68.5,68.62,68.74,68.87,68.98,69.1,69.3,69.2,69.3,69.2,69.3,69.3,69.4,69.6,69.3,69.5,69.8,69.9,70.4,70.9,71.1,71.3,71.5,71.7,71.8,71.8,71.9,72.0,72.1,72.3,72.4,72.5
Tunisia,39.03,39.33,39.68,40.06,40.48,40.94,41.43,41.97,42.56,43.2,43.89,44.65,45.47,46.35,47.31,48.33,49.42,50.56,51.74,52.94,54.16,55.37,56.57,57.75,58.9,60.03,61.15,62.27,63.36,64.41,65.4,66.31,67.13,67.87,68.56,69.2,69.83,70.48,71.13,71.8,72.0,72.2,72.2,72.5,72.9,73.4,73.9,74.3,74.7,75.0,75.3,75.5,75.7,76.0,76.2,76.4,76.6,76.8,77.0,77.1,77.2,77.4,77.5,77.6,77.6,77.6
Turkey,41.2,41.68,42.2,42.76,43.35,43.99,44.67,45.38,46.13,46.91,47.71,48.52,49.35,50.15,50.96,51.74,52.48,53.21,53.91,54.59,55.27,55.96,56.65,57.36,58.08,58.81,59.55,60.29,61.03,61.74,62.45,63.15,63.82,64.49,65.15,65.76,66.37,66.96,67.53,68.1,68.5,69.2,69.7,69.8,70.0,70.6,71.2,72.0,71.5,73.8,74.4,75.1,75.1,75.8,76.2,76.7,77.4,77.8,78.5,78.8,78.8,79.1,78.8,79.1,79.2,79.3
Turkmenistan,50.89,51.34,51.79,52.25,52.69,53.14,53.58,54.03,54.47,54.91,55.36,55.82,56.27,56.72,57.17,57.61,58.02,58.42,58.8,59.15,59.46,59.74,60.01,60.25,60.49,60.73,61.0,61.28,61.58,61.9,62.24,62.57,62.89,63.18,63.44,63.63,63.77,63.85,63.89,63.9,63.5,63.5,63.5,63.4,63.3,63.2,63.2,63.3,63.5,63.7,64.1,64.4,64.8,65.3,65.8,66.3,66.8,67.2,67.6,68.1,68.5,68.9,69.2,69.6,70.0,70.4
Uganda,39.94,40.51,41.08,41.65,42.24,42.82,43.42,44.03,44.64,45.27,45.91,46.56,47.22,47.86,48.49,49.07,49.58,50.05,50.43,50.74,50.99,51.17,51.33,51.45,51.55,51.65,51.75,51.83,51.93,52.01,52.09,52.14,52.17,52.16,52.09,51.94,51.72,51.42,51.08,50.7,50.0,49.6,49.0,48.5,48.3,48.2,48.5,48.7,48.9,49.1,49.7,50.3,51.2,52.0,53.5,54.9,55.3,56.0,57.0,57.8,58.6,59.3,60.1,60.7,61.3,61.91
Ukraine,62.2,62.94,63.63,64.42,66.26,67.15,67.19,68.88,69.26,70.88,71.15,70.56,71.18,71.97,71.4,71.66,71.25,71.33,70.7,70.59,70.81,70.57,70.75,70.63,69.96,70.01,69.68,69.63,69.36,69.33,69.36,69.51,69.48,69.17,69.47,70.82,70.61,70.49,70.43,70.0,69.4,68.8,68.3,67.5,66.5,66.7,67.3,68.1,67.7,67.3,67.5,67.5,67.7,67.5,67.1,67.9,67.6,67.8,69.6,70.5,71.1,71.2,71.3,71.3,71.5,71.7
United Arab Emirates,41.83,43.04,44.22,45.37,46.5,47.62,48.7,49.77,50.82,51.85,52.89,53.91,54.91,55.9,56.87,57.81,58.7,59.54,60.33,61.08,61.78,62.45,63.09,63.7,64.3,64.87,65.41,65.93,66.43,66.91,67.36,67.79,68.2,68.6,68.98,69.34,69.68,70.0,70.31,70.6,70.8,71.1,71.3,71.6,71.9,72.1,72.4,72.8,73.0,73.3,73.6,73.8,74.1,74.4,75.2,75.7,75.6,75.6,75.6,75.6,75.5,75.5,75.4,75.4,75.4,75.4
United Kingdom,68.26,69.55,69.82,70.19,70.15,70.42,70.54,70.71,70.81,71.02,70.77,70.84,70.74,71.53,71.52,71.43,72.06,71.68,71.64,71.89,72.2,71.98,72.18,72.38,72.65,72.62,73.11,73.04,73.14,73.57,73.9,74.03,74.28,74.66,74.51,74.78,75.12,75.23,75.36,75.7,76.0,76.2,76.3,76.6,76.7,76.9,77.1,77.3,77.5,77.8,78.0,78.2,78.4,78.7,79.0,79.2,79.5,79.7,80.0,80.2,80.5,80.7,80.8,80.9,81.0,81.1
United States,68.22,68.44,68.79,69.58,69.63,69.71,69.49,69.76,69.98,69.91,70.32,70.21,70.04,70.33,70.41,70.43,70.76,70.42,70.66,70.92,71.24,71.34,71.54,72.08,72.68,72.99,73.38,73.58,74.03,73.93,74.36,74.65,74.71,74.81,74.79,74.87,75.01,75.02,75.1,75.4,75.5,75.8,75.7,75.8,75.9,76.3,76.6,76.8,76.9,76.9,76.9,77.1,77.3,77.6,77.6,77.8,78.1,78.3,78.5,78.8,78.9,79.0,79.1,79.1,79.1,79.1
Uruguay,65.96,66.11,66.28,66.47,66.69,66.93,67.18,67.43,67.7,67.95,68.19,68.39,68.55,68.67,68.74,68.78,68.8,68.82,68.84,68.88,68.94,69.01,69.1,69.23,69.39,69.58,69.8,70.05,70.32,70.6,70.89,71.17,71.46,71.72,71.97,72.2,72.41,72.61,72.81,73.0,72.6,73.2,73.2,73.3,73.4,73.5,73.7,74.0,74.3,74.6,74.8,75.0,75.0,75.3,75.5,75.7,75.7,76.0,76.2,76.2,76.3,76.3,76.4,76.6,76.8,77.0
Uzbekistan,55.32,55.78,56.23,56.68,57.13,57.58,58.02,58.46,58.91,59.35,59.8,60.25,60.7,61.15,61.59,62.02,62.43,62.83,63.2,63.54,63.86,64.14,64.4,64.64,64.87,65.11,65.37,65.64,65.94,66.25,66.59,66.93,67.27,67.59,67.85,68.02,68.09,68.06,67.96,67.8,67.6,67.3,67.0,66.7,66.6,66.7,66.9,67.1,67.4,67.6,67.8,67.9,68.1,68.3,68.5,68.8,69.2,69.6,69.9,70.2,70.6,70.9,71.2,71.5,71.8,72.1
Vanuatu,40.79,41.36,41.94,42.51,43.09,43.67,44.24,44.82,45.4,45.97,46.55,47.14,47.71,48.29,48.87,49.44,50.01,50.56,51.12,51.67,52.21,52.77,53.33,53.89,54.46,55.05,55.64,56.24,56.83,57.41,57.97,58.5,58.98,59.44,59.87,60.27,60.67,61.07,61.48,61.9,62.0,62.1,62.2,62.2,62.3,62.4,61.2,62.5,62.0,62.5,62.5,62.5,62.5,62.6,62.7,62.9,63.2,63.4,63.6,63.9,64.1,64.4,64.6,64.7,64.9,65.1
Venezuela,54.64,55.24,55.84,56.43,57.03,57.64,58.25,58.86,59.47,60.08,60.69,61.3,61.91,62.51,63.09,63.66,64.22,64.77,65.3,65.8,66.27,66.72,67.14,67.53,67.9,68.23,68.52,68.79,69.04,69.3,69.57,69.85,70.17,70.53,70.89,71.27,71.63,71.95,72.24,72.5,72.4,72.4,72.5,72.4,72.7,73.1,73.6,73.6,70.2,73.8,73.8,73.8,73.5,74.3,74.6,74.5,74.4,74.2,74.4,74.9,74.8,74.6,74.7,74.8,74.8,74.8
Vietnam,51.98,52.81,53.6,54.36,55.11,55.83,56.52,57.19,57.86,58.52,59.17,59.82,60.42,60.95,61.32,61.36,61.06,60.45,59.63,58.78,58.17,58.0,58.35,59.23,60.54,62.07,63.58,64.86,65.84,66.49,66.86,67.1,67.3,67.51,67.77,68.07,68.38,68.68,69.0,69.3,69.6,69.8,70.1,70.3,70.6,70.9,71.1,71.5,71.7,72.0,72.2,72.5,72.8,73.0,73.3,73.5,73.8,74.1,74.3,74.5,74.7,74.9,75.0,75.2,75.4,75.6
Virgin Islands (U.S.),57.9,58.87,59.74,60.54,61.25,61.88,62.44,62.93,63.36,63.75,64.11,64.46,64.82,65.2,65.6,66.02,66.44,66.87,67.29,67.71,68.12,68.53,68.94,69.34,69.73,70.11,70.46,70.8,71.12,71.43,71.74,72.05,72.38,72.71,73.06,73.41,73.75,74.09,74.42,74.73,75.04,75.34,75.64,75.94,76.23,76.52,76.8,77.07,77.33,77.57,77.8,78.0,78.19,78.36,78.52,78.69,78.86,79.05,79.25,79.46,79.69,79.92,80.15,80.38,80.6,80.82
West Bank and Gaza,47.03,47.31,47.63,47.97,48.36,48.78,49.23,49.72,50.25,50.82,51.43,52.08,52.75,53.47,54.2,54.94,55.7,56.45,57.22,57.97,58.73,59.48,60.26,61.03,61.81,62.6,63.39,64.18,64.96,65.74,66.48,67.21,67.92,68.59,69.23,69.82,70.38,70.88,71.36,71.8,72.0,72.4,72.8,73.3,73.7,74.0,74.2,74.5,74.7,74.4,74.7,74.4,74.4,74.4,74.6,74.4,74.3,74.1,73.8,74.3,74.2,74.2,74.4,74.5,74.6,74.7
Western Sahara,34.95,35.33,35.72,36.1,36.48,36.86,37.24,37.62,37.99,38.37,38.75,39.12,39.5,39.88,40.26,40.62,40.97,41.32,41.67,42.07,42.52,43.07,43.7,44.43,45.23,46.11,47.01,47.92,48.82,49.72,50.61,51.5,52.4,53.3,54.17,54.99,55.74,56.43,57.04,57.59,58.09,58.56,59.03,59.51,60.0,60.51,61.04,61.57,62.11,62.64,63.15,63.65,64.13,64.58,65.01,65.41,65.79,66.16,66.51,66.84,67.17,67.47,67.76,68.04,68.3,68.56
Yemen,24.0,24.96,25.92,26.87,27.84,28.8,29.76,30.72,31.68,32.64,33.58,34.52,35.45,36.37,37.27,38.15,39.01,39.87,40.71,41.55,42.4,43.28,44.17,45.1,46.05,47.05,48.06,49.08,50.11,51.13,52.13,53.09,54.02,54.89,55.69,56.4,57.04,57.6,58.08,58.5,58.9,59.3,59.6,59.7,60.3,60.7,61.1,61.5,62.0,62.4,62.8,63.3,63.7,64.2,64.6,65.0,65.2,65.7,66.2,66.6,66.6,66.7,67.1,67.1,66.0,64.92
Zambia,43.22,43.79,44.38,44.95,45.53,46.1,46.67,47.24,47.79,48.34,48.89,49.42,49.94,50.44,50.96,51.49,52.05,52.64,53.25,53.88,54.51,55.13,55.71,56.24,56.7,57.07,57.36,57.57,57.66,57.62,57.45,57.14,56.71,56.17,55.54,54.85,54.09,53.33,52.59,51.9,50.7,49.6,48.6,47.7,46.9,46.3,45.9,45.4,45.0,44.8,44.9,45.1,45.3,46.3,47.1,47.9,49.0,51.1,52.3,53.1,53.7,54.7,55.6,56.3,56.7,57.1
Zimbabwe,48.75,49.25,49.75,50.25,50.73,51.22,51.71,52.17,52.64,53.11,53.55,53.99,54.42,54.83,55.25,55.65,56.04,56.43,56.83,57.22,57.63,58.05,58.47,58.92,59.41,59.94,60.53,61.17,61.82,62.48,63.13,63.73,64.23,64.63,64.86,64.9,64.74,64.39,63.81,63.0,62.7,61.4,59.8,58.2,56.0,54.4,52.8,50.9,49.3,47.9,47.0,45.9,45.3,44.7,45.1,45.5,46.4,47.3,48.0,49.1,51.6,54.2,55.7,57.0,59.3,61.69
